emp_no,from_date,to_date
10823,1999-08-19,9999-01-01
10824,1995-08-01,9999-01-01
10825,2000-06-03,9999-01-01
10826,1993-01-22,9999-01-01
10827,1996-11-07,9999-01-01
10828,1986-02-14,1990-03-30
10829,1993-07-21,1993-11-29
10830,1991-08-24,9999-01-01
10831,1998-02-22,9999-01-01
10832,1986-10-11,9999-01-01
10833,1998-12-23,9999-01-01
10834,1990-11-24,9999-01-01
10835,1995-08-22,9999-01-01
10836,1991-07-01,9999-01-01
10837,1986-01-14,2002-02-22
10838,1994-04-26,9999-01-01
10839,1996-12-30,9999-01-01
10840,1993-06-04,9999-01-01
10841,1992-01-22,9999-01-01
10842,1986-07-14,1998-06-27
10843,1990-04-26,9999-01-01
10844,1997-04-25,9999-01-01
10845,1997-01-25,9999-01-01
10846,1997-04-03,9999-01-01
10847,1986-07-25,9999-01-01
10848,1985-04-20,9999-01-01
10849,1995-06-25,9999-01-01
10850,1990-04-22,1995-05-11
10851,1994-11-21,9999-01-01
10852,1999-08-21,9999-01-01
10853,1993-05-03,9999-01-01
10854,1998-07-13,9999-01-01
10855,1997-03-02,9999-01-01
10856,1986-12-31,1990-06-18
10857,1990-04-04,9999-01-01
10858,1997-01-01,9999-01-01
10859,1996-05-21,9999-01-01
10860,1998-01-22,9999-01-01
10861,1989-06-10,1992-04-12
10862,1985-07-23,9999-01-01
10863,1985-12-25,9999-01-01
10864,1986-09-25,9999-01-01
10865,1993-07-03,1993-09-19
10866,1990-12-27,9999-01-01
10867,1997-03-23,2002-03-22
10868,1990-03-20,9999-01-01
10869,1997-09-04,1998-10-15
10870,1988-01-13,9999-01-01
10871,1999-06-16,9999-01-01
10872,1990-09-06,9999-01-01
10873,1994-03-23,9999-01-01
10874,1997-12-28,9999-01-01
10875,1988-05-19,9999-01-01
10876,1995-01-29,1999-09-14
10877,1986-06-06,9999-01-01
10878,1997-04-25,9999-01-01
10879,1985-08-15,9999-01-01
10880,1992-01-11,9999-01-01
10881,1997-02-18,1998-10-25
10882,1999-04-29,9999-01-01
10883,1996-12-28,9999-01-01
10884,1993-04-15,9999-01-01
10885,1997-09-29,9999-01-01
10886,1995-03-26,9999-01-01
10887,1989-03-17,9999-01-01
10888,1987-06-28,1989-09-11
10889,1987-08-11,9999-01-01
10890,1990-03-10,9999-01-01
10891,1995-10-06,9999-01-01
10892,1990-04-11,9999-01-01
10893,1989-08-23,9999-01-01
10894,1995-12-05,9999-01-01
10895,1986-12-25,1987-04-13
10896,1997-11-27,9999-01-01
10897,1986-04-09,9999-01-01
10898,1993-01-08,9999-01-01
10899,1990-04-05,9999-01-01
10900,1995-09-07,9999-01-01
10901,1998-08-05,9999-01-01
10902,1990-06-11,1990-09-25
10903,1989-02-14,9999-01-01
10904,1993-04-16,9999-01-01
10905,1985-02-28,1986-03-07
10906,2001-04-25,9999-01-01
10907,1988-12-25,9999-01-01
10908,1986-04-05,9999-01-01
10909,1993-12-26,9999-01-01
10910,1989-09-02,9999-01-01
10911,1988-06-25,9999-01-01
10912,1986-04-23,1999-09-26
10913,1998-10-25,9999-01-01
10914,1998-03-24,1998-09-01
10915,1999-10-28,9999-01-01
10916,1998-10-02,9999-01-01
10917,1993-01-30,9999-01-01
10918,1990-01-29,1990-10-10
10919,1999-10-30,9999-01-01
10920,1992-02-24,9999-01-01
10921,1986-07-27,9999-01-01
10922,1996-02-02,1999-01-16
10923,1990-04-09,9999-01-01
10924,1988-08-14,9999-01-01
10925,1991-06-11,9999-01-01
10926,1992-11-04,9999-01-01
10927,1986-09-12,9999-01-01
10928,1991-04-07,9999-01-01
10929,1991-04-15,9999-01-01
10930,1991-11-22,9999-01-01
10931,1992-06-14,1999-09-19
10932,1994-09-09,9999-01-01
10933,1993-08-02,9999-01-01
10934,1995-09-17,9999-01-01
10935,1994-10-17,9999-01-01
10936,1990-05-09,9999-01-01
10937,1991-05-03,9999-01-01
10938,1985-09-24,9999-01-01
10939,1997-12-11,9999-01-01
10940,1997-06-30,1999-12-02
10941,1993-08-22,9999-01-01
10942,1996-01-21,9999-01-01
10943,1993-05-22,9999-01-01
10944,1995-09-07,9999-01-01
10945,1993-04-04,9999-01-01
10946,1996-10-26,9999-01-01
10947,1995-11-16,9999-01-01
10948,1997-04-29,1997-06-23
10949,1990-06-29,9999-01-01
10950,1996-06-08,1998-01-13
10951,1989-07-06,9999-01-01
10952,1986-07-22,1988-04-26
10953,1987-02-12,9999-01-01
10954,1995-12-14,9999-01-01
10955,1986-09-27,9999-01-01
10956,1997-02-10,9999-01-01
10957,1990-10-01,9999-01-01
10958,1988-11-27,9999-01-01
10959,1994-03-01,1996-04-12
10960,1995-07-07,9999-01-01
10961,1993-11-04,9999-01-01
10962,1986-12-16,9999-01-01
10963,1988-01-14,1995-04-10
10964,1991-05-05,9999-01-01
10965,1986-07-29,9999-01-01
10966,1999-11-12,9999-01-01
10967,1993-08-01,9999-01-01
10968,1985-08-11,9999-01-01
10969,1994-05-12,9999-01-01
10970,1995-11-14,9999-01-01
10971,1991-07-30,1998-10-24
10972,1987-06-06,9999-01-01
10973,1989-03-05,9999-01-01
10974,1999-05-17,9999-01-01
10975,1997-01-14,9999-01-01
10976,1998-10-31,9999-01-01
10977,1987-08-10,1987-10-01
10978,1985-05-18,9999-01-01
10979,1986-01-27,9999-01-01
10980,1989-01-04,9999-01-01
10981,1992-07-07,9999-01-01
10982,1989-11-11,9999-01-01
10983,1988-02-22,9999-01-01
10984,1988-07-09,1993-05-14
10985,1999-02-27,1999-03-10
10986,1985-10-11,9999-01-01
10987,1997-05-21,9999-01-01
10988,1985-06-19,9999-01-01
10989,1985-07-20,9999-01-01
10990,1990-08-06,9999-01-01
10991,1999-07-13,9999-01-01
10992,1997-04-27,9999-01-01
10993,1992-05-29,9999-01-01
10994,1987-11-13,1989-05-24
10995,1997-07-19,9999-01-01
10996,1990-02-07,9999-01-01
10997,2000-01-04,9999-01-01
10998,1996-08-07,9999-01-01
10999,1996-03-05,1997-04-19
11000,1996-01-28,9999-01-01
11001,1987-02-23,9999-01-01
11002,1998-11-21,2001-12-07
11003,1987-05-24,9999-01-01
11004,2002-06-19,9999-01-01
11005,1989-07-27,9999-01-01
11006,1989-08-02,1990-09-22
11007,1996-10-15,9999-01-01
11008,1992-08-25,2002-02-15
11009,1986-09-09,9999-01-01
11010,1986-12-18,9999-01-01
11011,1991-06-10,1992-10-26
11012,2000-03-16,9999-01-01
11013,1999-12-03,9999-01-01
11014,1994-08-23,9999-01-01
11015,1998-03-14,2000-02-22
11016,1988-08-10,9999-01-01
11017,1996-07-08,9999-01-01
11018,1992-01-26,1996-07-16
11019,1992-05-24,9999-01-01
11020,1988-03-25,9999-01-01
11021,1998-02-02,9999-01-01
11022,1993-10-18,9999-01-01
11023,1990-06-12,9999-01-01
11024,1995-04-05,2001-05-18
11025,1998-09-07,2000-05-26
11026,1991-11-08,9999-01-01
11027,1986-05-07,9999-01-01
11028,1986-06-18,1997-09-04
11029,1992-12-27,9999-01-01
11030,1988-05-09,1988-07-08
11031,1985-10-24,9999-01-01
11032,2000-12-15,9999-01-01
11033,1991-03-14,9999-01-01
11034,1993-01-01,9999-01-01
11035,1998-07-26,9999-01-01
11036,1988-10-24,9999-01-01
11037,1988-01-28,9999-01-01
11038,1985-07-15,9999-01-01
11039,1993-07-10,1998-07-13
11040,1988-01-22,9999-01-01
11041,1998-01-29,9999-01-01
11042,1993-06-21,9999-01-01
11043,1993-06-25,9999-01-01
11044,1994-10-19,9999-01-01
11045,1985-08-09,1996-09-29
11046,1994-01-21,9999-01-01
11047,1995-08-14,9999-01-01
11048,1999-05-27,9999-01-01
11049,1995-05-12,9999-01-01
11050,1986-05-06,9999-01-01
11051,1991-03-27,9999-01-01
11052,1991-05-05,1996-03-26
11053,1995-10-29,9999-01-01
11054,1986-07-18,1987-09-25
11055,1998-03-08,9999-01-01
11056,1997-07-01,9999-01-01
11057,1996-07-12,9999-01-01
11058,1985-06-07,9999-01-01
11059,1986-11-17,9999-01-01
11060,1991-05-03,1991-09-27
11061,1997-01-15,9999-01-01
11062,1990-10-18,9999-01-01
11063,1996-01-09,9999-01-01
11064,1990-02-28,9999-01-01
11065,1985-11-14,9999-01-01
11066,1996-04-30,9999-01-01
11067,1992-02-23,9999-01-01
11068,1989-06-29,9999-01-01
11069,1990-01-10,1990-09-23
11070,1985-07-24,9999-01-01
11071,1992-05-23,9999-01-01
11072,1997-01-15,9999-01-01
11073,1992-10-22,9999-01-01
11074,1995-06-15,9999-01-01
11075,1998-05-06,9999-01-01
11076,1999-09-17,9999-01-01
11077,1998-04-30,1998-10-11
11078,1994-06-05,9999-01-01
11079,1994-05-26,9999-01-01
11080,1988-07-04,9999-01-01
11081,1985-06-17,9999-01-01
11082,1998-05-10,2002-03-18
11083,1998-05-14,9999-01-01
11084,1990-05-31,9999-01-01
11085,1996-02-10,9999-01-01
11086,1996-01-19,9999-01-01
11087,1998-03-18,9999-01-01
11088,1993-04-09,9999-01-01
11089,1994-08-13,9999-01-01
11090,1987-05-01,1988-08-20
11091,1999-09-11,9999-01-01
11092,2002-04-25,9999-01-01
11093,1992-03-27,9999-01-01
11094,1992-07-25,9999-01-01
11095,1997-02-14,9999-01-01
11096,1994-06-08,9999-01-01
11097,1989-01-28,1992-07-26
11098,1997-01-08,9999-01-01
11099,1985-12-31,9999-01-01
11100,1986-10-13,9999-01-01
11101,1999-05-30,9999-01-01
11102,1997-08-29,2001-08-18
11103,1989-03-15,9999-01-01
11104,1993-09-20,9999-01-01
11105,1990-01-13,9999-01-01
11106,1985-08-31,9999-01-01
11107,1999-09-09,9999-01-01
11108,1992-06-12,9999-01-01
11109,1985-03-29,9999-01-01
11110,1988-09-23,1992-03-30
11111,1994-12-25,9999-01-01
11112,1995-04-28,9999-01-01
11113,1985-11-30,9999-01-01
11114,1993-02-13,1999-06-22
11115,1999-01-13,9999-01-01
11116,1992-10-23,9999-01-01
11117,1994-08-22,9999-01-01
11118,1992-11-10,9999-01-01
11119,1994-06-21,1995-10-23
11120,1996-06-19,9999-01-01
11121,1992-10-31,9999-01-01
11122,1995-10-15,9999-01-01
11123,1988-03-28,9999-01-01
11124,1990-04-16,9999-01-01
11125,1995-08-10,9999-01-01
11126,1992-02-25,2002-04-04
11127,1996-06-14,9999-01-01
11128,1988-10-04,9999-01-01
11129,1995-08-16,1995-12-02
11130,1997-02-17,9999-01-01
11131,1999-07-14,1999-08-01
11132,1994-08-30,9999-01-01
11133,1994-03-06,9999-01-01
11134,1993-05-19,9999-01-01
11135,1991-10-22,9999-01-01
11136,1990-12-06,9999-01-01
11137,1995-03-16,9999-01-01
11138,1998-12-28,2000-03-06
11139,1990-05-11,9999-01-01
11140,1998-05-06,9999-01-01
11141,1993-02-12,9999-01-01
11142,1993-11-04,9999-01-01
11143,1996-05-09,9999-01-01
11144,1996-07-19,9999-01-01
11145,1999-04-23,1999-05-24
11146,1991-08-22,9999-01-01
11147,1997-12-04,9999-01-01
11148,1991-12-12,9999-01-01
11149,1987-08-26,9999-01-01
11150,1989-05-01,9999-01-01
11151,1987-06-16,9999-01-01
11152,1997-07-17,2000-04-13
11153,1997-06-17,9999-01-01
11154,1997-05-18,9999-01-01
11155,1997-05-08,9999-01-01
11156,1998-06-28,1998-07-31
11157,1985-03-30,1991-02-06
11158,1996-04-20,9999-01-01
11159,1992-05-12,9999-01-01
11160,1987-05-07,1991-04-12
11161,1988-05-31,9999-01-01
11162,1985-03-28,9999-01-01
11163,1993-02-24,9999-01-01
11164,1989-12-25,9999-01-01
11165,1995-04-30,9999-01-01
11166,1998-01-30,9999-01-01
11167,1990-01-10,9999-01-01
11168,1996-07-15,9999-01-01
11169,1987-02-22,1998-08-25
11170,1990-06-20,9999-01-01
11171,1992-10-04,9999-01-01
11172,2000-06-20,9999-01-01
11173,1998-05-21,9999-01-01
11174,1999-06-07,9999-01-01
11175,1996-11-29,9999-01-01
11176,1985-06-15,2002-04-04
11177,1999-09-11,9999-01-01
11178,1985-05-27,1987-01-24
11179,1994-06-02,9999-01-01
11180,1986-06-11,9999-01-01
11181,1997-11-03,9999-01-01
11182,1994-12-06,9999-01-01
11183,1990-12-28,9999-01-01
11184,1985-04-27,9999-01-01
11185,1995-01-26,9999-01-01
11186,1994-12-10,9999-01-01
11187,1990-07-18,1995-03-06
11188,1987-04-23,9999-01-01
11189,1991-09-07,9999-01-01
11190,1997-07-31,9999-01-01
11191,1991-12-14,9999-01-01
11192,1998-04-07,9999-01-01
11193,1998-01-28,9999-01-01
11194,1987-10-25,9999-01-01
11195,1991-06-13,1999-05-16
11196,1992-11-17,9999-01-01
11197,1989-09-12,9999-01-01
11198,1988-02-07,9999-01-01
11199,1996-01-01,9999-01-01
11200,1995-04-08,9999-01-01
11201,1995-10-31,9999-01-01
11202,1996-02-26,9999-01-01
11203,1988-01-06,1996-06-15
11204,1985-09-18,9999-01-01
11205,1995-11-09,9999-01-01
11206,1993-05-07,2000-05-04
11207,1999-01-31,9999-01-01
11208,1994-11-17,9999-01-01
11209,2000-02-08,9999-01-01
11210,1989-08-25,9999-01-01
11211,1985-09-17,9999-01-01
11212,1985-10-16,9999-01-01
11213,1999-02-04,9999-01-01
11214,1992-05-07,1996-11-21
11215,1992-10-17,9999-01-01
11216,1999-05-03,9999-01-01
11217,1990-03-11,9999-01-01
11218,1994-04-06,2002-04-19
11219,1994-11-19,9999-01-01
11220,1995-10-27,9999-01-01
11221,1989-08-22,1995-03-13
11222,1998-04-03,9999-01-01
11223,1987-07-26,1998-04-09
11224,1988-05-01,1998-10-05
11225,1996-10-17,9999-01-01
11226,1989-05-09,9999-01-01
11227,1985-03-08,9999-01-01
11228,1993-04-15,9999-01-01
11229,1993-07-06,9999-01-01
11230,1999-04-20,1999-11-01
11231,1988-04-07,9999-01-01
11232,1994-08-02,9999-01-01
11233,1991-12-14,9999-01-01
11234,1990-08-21,9999-01-01
11235,1998-11-09,9999-01-01
11236,1995-03-23,9999-01-01
11237,1986-03-30,1989-04-07
11238,1999-02-14,9999-01-01
11239,1987-09-08,9999-01-01
11240,1989-01-06,9999-01-01
11241,1999-01-27,2002-02-27
11242,1995-05-07,9999-01-01
11243,2000-01-20,9999-01-01
11244,1985-06-08,9999-01-01
11245,1994-11-25,9999-01-01
11246,1998-06-03,9999-01-01
11247,1993-10-11,9999-01-01
11248,1997-02-03,1999-07-19
11249,1986-09-22,9999-01-01
11250,1994-07-08,9999-01-01
11251,1986-06-15,9999-01-01
11252,1992-07-31,9999-01-01
11253,1992-05-22,9999-01-01
11254,1998-12-19,9999-01-01
11255,1997-01-07,9999-01-01
11256,1986-09-25,1995-07-14
11257,1992-02-16,1998-12-11
11258,1991-03-28,9999-01-01
11259,1986-12-26,9999-01-01
11260,1996-05-16,9999-01-01
11261,1987-12-06,9999-01-01
11262,1994-04-30,9999-01-01
11263,1989-08-15,9999-01-01
11264,1986-10-09,9999-01-01
11265,1990-02-27,1996-03-20
11266,1997-05-12,9999-01-01
11267,1997-07-29,9999-01-01
11268,1987-10-25,9999-01-01
11269,1997-05-30,9999-01-01
11270,1989-09-04,9999-01-01
11271,1987-01-16,1991-11-12
11272,1998-11-25,9999-01-01
11273,1987-10-07,9999-01-01
11274,1999-12-13,9999-01-01
11275,1989-04-25,9999-01-01
11276,1988-03-12,9999-01-01
11277,2000-09-15,9999-01-01
11278,1986-04-22,9999-01-01
11279,1991-02-05,9999-01-01
11280,1989-08-07,1998-04-14
11281,1988-02-03,1999-02-23
11282,1997-06-09,9999-01-01
11283,1987-06-30,9999-01-01
11284,1985-04-25,9999-01-01
11285,1999-11-23,9999-01-01
11286,1988-02-16,9999-01-01
11287,1987-08-12,9999-01-01
11288,1997-07-28,1997-09-28
11289,1989-02-22,9999-01-01
11290,1999-05-13,9999-01-01
11291,1985-10-20,2001-04-15
11292,1989-02-11,9999-01-01
11293,1992-08-08,1998-03-13
11294,1989-06-13,9999-01-01
11295,1985-05-15,9999-01-01
11296,1989-09-26,9999-01-01
11297,1991-02-16,1991-02-22
11298,1995-11-08,9999-01-01
11299,1989-11-24,9999-01-01
11300,1992-09-10,1996-12-20
11301,1989-05-23,9999-01-01
11302,1991-07-01,1993-01-29
11303,1986-11-05,9999-01-01
11304,1991-09-10,9999-01-01
11305,1990-01-16,9999-01-01
11306,1996-11-20,9999-01-01
11307,1995-04-30,9999-01-01
11308,1993-02-24,2001-01-09
11309,1999-01-26,9999-01-01
11310,1995-10-02,9999-01-01
11311,1994-12-15,9999-01-01
11312,1994-01-23,9999-01-01
11313,1986-02-28,9999-01-01
11314,1990-04-10,9999-01-01
11315,2000-01-18,2002-01-17
11316,1997-07-18,9999-01-01
11317,1998-07-04,9999-01-01
11318,1986-01-25,9999-01-01
11319,1998-11-01,9999-01-01
11320,1990-04-06,9999-01-01
11321,1996-04-05,9999-01-01
11322,1985-07-07,9999-01-01
11323,1995-02-13,1997-05-20
11324,1985-08-29,9999-01-01
11325,1999-01-10,9999-01-01
11326,1990-02-19,9999-01-01
11327,1997-05-18,9999-01-01
11328,1986-08-08,9999-01-01
11329,1987-05-02,9999-01-01
11330,1992-09-21,1998-05-20
11331,1987-03-03,9999-01-01
11332,1989-09-27,9999-01-01
11333,1988-02-14,9999-01-01
11334,1999-10-08,9999-01-01
11335,1994-07-25,9999-01-01
11336,1998-09-01,2001-04-14
11337,1998-02-21,2002-05-11
11338,1998-10-28,9999-01-01
11339,1989-12-19,9999-01-01
11340,1991-09-11,9999-01-01
11341,1990-12-14,2001-12-22
11342,1998-02-03,2000-03-19
11343,1989-02-27,9999-01-01
11344,1991-12-05,9999-01-01
11345,1998-11-25,9999-01-01
11346,1992-06-11,9999-01-01
11347,1986-04-20,9999-01-01
11348,1991-10-02,9999-01-01
11349,1992-06-27,9999-01-01
11350,1985-07-21,9999-01-01
11351,1998-11-20,2000-01-30
11352,1992-02-10,9999-01-01
11353,1987-11-09,9999-01-01
11354,1987-06-23,9999-01-01
11355,1999-11-30,9999-01-01
11356,1988-12-04,9999-01-01
11357,1996-10-28,9999-01-01
11358,1990-06-02,1998-07-05
11359,1989-08-14,9999-01-01
11360,1989-01-12,9999-01-01
11361,1997-01-31,9999-01-01
11362,1987-10-29,9999-01-01
11363,1986-03-16,9999-01-01
11364,1999-07-08,2002-04-27
11365,1997-12-18,9999-01-01
11366,1993-02-09,9999-01-01
11367,1999-11-04,9999-01-01
11368,1992-01-06,9999-01-01
11369,1999-12-12,9999-01-01
11370,1989-08-22,9999-01-01
11371,1988-12-25,9999-01-01
11372,1993-05-14,2000-05-04
11373,1992-07-18,9999-01-01
11374,1997-07-19,9999-01-01
11375,1985-05-27,9999-01-01
11376,1986-03-14,9999-01-01
11377,1991-10-18,9999-01-01
11378,1988-12-17,9999-01-01
11379,1994-06-24,9999-01-01
11380,1991-04-19,9999-01-01
11381,1991-08-12,1998-12-26
11382,1991-06-04,9999-01-01
11383,1999-11-26,9999-01-01
11384,1994-06-03,9999-01-01
11385,1999-08-08,9999-01-01
11386,1987-11-30,9999-01-01
11387,1997-05-11,1997-12-13
11388,1985-12-20,9999-01-01
11389,1998-04-28,9999-01-01
11390,1990-12-19,1992-02-26
11391,1994-10-14,9999-01-01
11392,1999-04-21,9999-01-01
11393,1985-04-30,9999-01-01
11394,1988-12-20,9999-01-01
11395,1987-06-20,9999-01-01
11396,1997-02-04,9999-01-01
11397,1992-12-12,9999-01-01
11398,1994-09-07,9999-01-01
11399,1999-07-20,2001-12-27
11400,1992-06-05,1992-07-08
11401,1995-04-15,9999-01-01
11402,1985-03-10,9999-01-01
11403,1989-08-03,1993-12-01
11404,1990-09-25,9999-01-01
11405,1993-04-14,9999-01-01
11406,1989-03-13,9999-01-01
11407,1991-05-06,9999-01-01
11408,1996-02-15,9999-01-01
11409,1998-09-01,1999-08-04
11410,1999-10-25,9999-01-01
11411,1992-05-17,9999-01-01
11412,1996-02-02,9999-01-01
11413,1991-01-24,9999-01-01
11414,1989-01-02,1997-10-06
11415,1996-12-07,9999-01-01
11416,1987-09-21,9999-01-01
11417,1992-12-21,9999-01-01
11418,1999-11-23,9999-01-01
11419,1996-04-13,1998-06-28
11420,1992-01-31,9999-01-01
11421,1986-09-02,9999-01-01
11422,1990-12-04,9999-01-01
11423,1998-10-13,9999-01-01
11424,1991-02-14,9999-01-01
11425,1990-08-27,9999-01-01
11426,1996-10-13,9999-01-01
11427,1999-08-04,9999-01-01
11428,1994-07-31,1998-07-04
11429,1986-10-16,9999-01-01
11430,1997-07-06,9999-01-01
11431,1985-09-16,2001-03-03
11432,1987-10-19,1997-09-13
11433,1994-09-27,9999-01-01
11434,1992-10-18,9999-01-01
11435,1986-10-15,9999-01-01
11436,1999-06-09,1999-11-22
11437,1991-08-12,9999-01-01
11438,1997-08-30,9999-01-01
11439,1997-05-23,9999-01-01
11440,1994-03-03,9999-01-01
11441,1987-03-27,9999-01-01
11442,1987-06-22,9999-01-01
11443,1989-08-15,9999-01-01
11444,1992-01-01,9999-01-01
11445,1997-06-11,2001-02-23
11446,2001-11-20,9999-01-01
11447,1985-09-18,9999-01-01
11448,1995-08-26,9999-01-01
11449,1995-02-03,9999-01-01
11450,1988-10-06,2000-07-13
11451,1990-05-20,9999-01-01
11452,1993-08-26,9999-01-01
11453,1990-07-13,9999-01-01
11454,1998-07-12,9999-01-01
11455,1994-08-14,1998-09-13
11456,2002-01-24,9999-01-01
11457,1991-02-10,9999-01-01
11458,1985-10-06,9999-01-01
11459,1986-05-03,9999-01-01
11460,1992-05-28,9999-01-01
11461,1986-08-19,1997-07-20
11462,1998-06-25,9999-01-01
11463,1994-01-26,1995-10-19
11464,1992-05-30,9999-01-01
11465,1996-05-26,9999-01-01
11466,1989-07-02,9999-01-01
11467,1993-06-16,9999-01-01
11468,1996-03-19,1997-04-07
11469,1994-09-08,9999-01-01
11470,1999-08-10,9999-01-01
11471,1997-04-05,9999-01-01
11472,1990-04-30,9999-01-01
11473,1993-07-02,9999-01-01
11474,1995-09-24,9999-01-01
11475,1998-09-14,9999-01-01
11476,1994-01-15,9999-01-01
11477,1996-07-28,1996-09-12
11478,1999-09-10,9999-01-01
11479,1999-02-10,9999-01-01
11480,1995-11-28,9999-01-01
11481,1987-05-01,2000-01-10
11482,1991-04-03,9999-01-01
11483,1997-02-18,9999-01-01
11484,1999-10-06,1999-10-22
11485,1993-10-12,9999-01-01
11486,1985-05-31,9999-01-01
11487,1997-10-14,9999-01-01
11488,1987-08-25,9999-01-01
11489,1991-03-24,9999-01-01
11490,1997-10-24,9999-01-01
11491,1988-11-08,9999-01-01
11492,1994-05-22,9999-01-01
11493,1995-07-22,2000-11-13
11494,1996-12-17,9999-01-01
11495,1989-09-13,9999-01-01
11496,1992-07-09,9999-01-01
11497,1999-12-09,9999-01-01
11498,1994-01-19,2000-02-25
11499,1989-03-08,9999-01-01
11500,1991-05-07,9999-01-01
11501,1991-10-24,2002-03-20
11502,1999-12-04,2002-01-31
11503,1997-04-09,9999-01-01
11504,1990-09-30,9999-01-01
11505,1996-11-15,9999-01-01
11506,1996-04-08,9999-01-01
11507,1999-09-26,9999-01-01
11508,1988-04-12,9999-01-01
11509,1987-11-12,9999-01-01
11510,1998-12-29,2001-04-01
11511,1997-05-28,9999-01-01
11512,1987-09-01,9999-01-01
11513,1992-08-25,9999-01-01
11514,1990-05-14,9999-01-01
11515,1998-09-21,9999-01-01
11516,1992-12-15,1993-01-15
11517,1986-10-09,1991-05-19
11518,1994-09-22,9999-01-01
11519,1997-06-12,9999-01-01
11520,1991-11-20,9999-01-01
11521,1995-10-17,2000-06-08
11522,1999-08-04,9999-01-01
11523,1992-12-23,9999-01-01
11524,1996-07-05,9999-01-01
11525,1998-09-26,9999-01-01
11526,1992-02-23,1998-11-28
11527,1999-01-28,9999-01-01
11528,1987-06-15,9999-01-01
11529,1991-11-22,1992-09-13
11530,1992-08-30,9999-01-01
11531,1992-11-04,9999-01-01
11532,1991-12-01,9999-01-01
11533,1991-08-20,9999-01-01
11534,1995-09-25,1997-07-31
11535,1999-05-26,9999-01-01
11536,1991-09-06,9999-01-01
11537,1986-07-06,9999-01-01
11538,1987-03-24,9999-01-01
11539,1998-12-25,2002-01-19
11540,1997-07-02,9999-01-01
11541,1992-06-15,9999-01-01
11542,1985-06-20,9999-01-01
11543,1987-04-01,9999-01-01
11544,1996-10-22,9999-01-01
11545,1986-09-19,9999-01-01
11546,1987-06-30,9999-01-01
11547,1991-01-18,9999-01-01
11548,1986-05-16,1990-09-19
11549,1999-03-07,9999-01-01
11550,1997-12-16,9999-01-01
11551,1986-05-09,9999-01-01
11552,1994-08-26,1996-11-25
11553,1996-11-30,9999-01-01
11554,1999-02-21,9999-01-01
11555,1986-10-14,9999-01-01
11556,1994-06-22,9999-01-01
11557,1998-12-17,2001-09-28
11558,1996-09-18,9999-01-01
11559,1990-12-17,9999-01-01
11560,1991-10-02,9999-01-01
11561,1989-12-26,9999-01-01
11562,1988-06-30,1994-12-13
11563,1988-12-10,9999-01-01
11564,1998-04-22,9999-01-01
11565,1988-02-03,9999-01-01
11566,1995-01-09,9999-01-01
11567,1988-02-03,9999-01-01
11568,1992-03-13,9999-01-01
11569,1988-11-23,9999-01-01
11570,1988-10-07,9999-01-01
11571,1986-02-15,1992-07-07
11572,1998-04-14,9999-01-01
11573,1990-02-04,9999-01-01
11574,1999-02-23,9999-01-01
11575,1994-06-01,9999-01-01
11576,1992-11-12,9999-01-01
11577,1992-09-23,9999-01-01
11578,1985-11-22,2002-02-17
11579,1997-05-25,9999-01-01
11580,1985-07-06,9999-01-01
11581,1992-11-13,9999-01-01
11582,1998-12-13,9999-01-01
11583,1994-07-08,1994-08-30
11584,1985-06-20,9999-01-01
11585,1994-10-13,9999-01-01
11586,1997-09-09,9999-01-01
11587,1989-04-24,9999-01-01
11588,1994-12-24,1995-06-12
11589,1994-05-06,9999-01-01
11590,1997-06-26,9999-01-01
11591,1987-10-18,9999-01-01
11592,1998-03-10,9999-01-01
11593,1999-03-09,9999-01-01
11594,1994-12-04,9999-01-01
11595,1992-09-08,9999-01-01
11596,1995-11-23,9999-01-01
11597,1990-02-01,1998-12-07
11598,1994-04-02,9999-01-01
11599,1995-10-19,9999-01-01
11600,1995-08-14,9999-01-01
11601,1993-05-29,9999-01-01
11602,1993-06-21,9999-01-01
11603,1985-04-13,9999-01-01
11604,1990-12-11,9999-01-01
11605,1994-10-08,2000-05-24
11606,1994-09-27,9999-01-01
11607,1995-04-19,9999-01-01
